Sample,Time,0.4425/385,0.4498/625,0.4711/463,0.4715/659,0.4766/757,0.4772/675,0.4781/591,0.485/736,0.4887/223,0.489/699,0.4891/691,0.493/654,0.4941/925,0.4943/787,0.4971/637,0.4972/689,0.5047/627,0.5058/835,0.5327/267,0.5438/445,0.8564/715,1.0767/403,1.1583/767,1.1625/699,1.3234/331,1.4087/417,1.4112/485,1.5491/683,1.8172/475,1.8563/721,1.9734/851,1.9754/783,1.9887/474,2.6085/452,2.6114/520,2.7725/478,3.1514/919,3.1656/517,3.2501/568,3.4352/728,3.4383/660,3.7057/658,3.733/704,3.7339/636,3.7992/756,3.916/782,3.917/850,3.9806/473,3.9807/722,3.9862/634,4.2076/873,4.2116/941,4.2159/784,4.2193/852,4.2229/920,4.2912/664,4.3148/653,4.3965/1116,4.4961/849,4.4984/917,4.5023/828,4.5031/896,4.6889/1164,4.6892/944,4.6905/1022,4.6908/954,4.6918/971,4.6923/1012,4.694/927,4.6965/76,4.6972/794,4.6984/812,5.5282/820,5.5812/761,5.6299/960,5.6317/1164,5.6387/1086,5.6766/994,5.72/1012,5.7243/614,5.7927/839,5.7962/890,5.8357/974,5.8564/431,5.8801/952,5.8858/979
S12T2,2,127.95,80.93,86.79,245.06,69.71,73.85,2286.32,68.54,114.14,95.04,69.06,47.83,58.06,31.73,324.74,77.21,75.76,306.62,820.07,68.02,849.47,212.56,82.74,1091.59,0.5,1180.79,111.53,774.96,147.82,2981.61,206.77,1529.71,458.68,632.31,68.07,40.25,104.14,195.43,41.19,97.28,812.42,481.24,121.69,1001.72,135.87,825.36,134.93,640.13,119.51,606.78,444.25,66.65,1048.75,195.82,42.77,57.44,16.32,138.44,224.7,53.95,384.72,106.19,150.47,253.07,1399.59,6630.2,135.61,111.99,138.6,71.54,332.04,175.02,24459.31,2043.34,11118.13,501.98,306.66,128.74,135.15,123.69,712.39,2281.91,311.37,138.92,1258.93,665.94
S12T3,3,74.86,92.69,75.62,283.41,83.58,85.08,2223.16,75.39,81.96,72.48,73.99,40.21,58.85,34.46,344.77,57.88,59.44,244.56,961.63,72.49,843.93,37.12,89.13,1013.92,63.65,202.05,21.9,704.88,34.62,1655.96,217.67,1590.03,300.39,643.34,68.97,49.76,205.32,53.04,80.21,243.76,1822.06,1030.73,445.96,3296.04,578.03,3128.13,512.65,438.97,271.59,1926.53,1826.89,294.15,5173.54,959.25,220.24,320.53,33.63,135.71,1116.15,218.86,1889.77,436.64,603.92,1192.38,5836.62,18612.52,506.15,373.95,334.44,1711.46,1653.22,840.18,54773.94,6452.61,23300.2,157.15,82.88,22.19,510.39,554.5,1523.25,5042.18,1444.69,554.22,3297.85,1543.93
S13T0,0,124.92,110.68,144.39,327.8,77.86,82.15,2888.81,109.33,89.63,94.63,85.96,45.83,62.47,51.05,337.22,89.92,107.98,480.88,344.03,56.58,242.49,535.74,0.5,333.23,0.5,2481.12,249.46,260.36,228.86,206.98,68.52,546.46,285.09,281.76,32.72,28.42,57.22,670.01,25.84,176.94,1264.88,795.18,295.58,1888.81,364.41,1441.27,252.49,374.25,172.07,1361.66,872.83,204,2847.36,522,129.53,199.8,0.5,12.06,560.03,109.27,1118.8,260.39,359.63,690.61,3468.6,10569.37,340.18,271.07,263.65,478.74,717.66,444.19,48316.18,4659.59,20764.49,314.4,202.1,77.91,331.24,105.35,1227.59,4196.81,891.86,381.44,2666.08,1383.55
S13T1,1,155.12,66.84,65.27,354.82,65.56,103.22,3034.12,105.22,188.38,79.63,104.77,62.64,65.32,44.97,457.95,99.07,122.75,164.47,547.36,43.26,636.1,152.32,85.26,787.61,46.68,794.31,92.37,559.43,68.73,908.16,154.85,1111.77,322.27,526.48,69.71,39.96,55.82,195.4,46.13,108.26,911.35,596.83,235.93,1574.24,224.69,1242.3,206.38,511.78,126.92,1240.67,755.74,138.91,2268.3,421.42,103.34,141.05,0.5,54,488.99,107.76,955.61,225.4,349.58,638.48,3402.5,8954.48,289.73,256.2,237.43,395.4,698.11,374.48,42839,4506.56,19086.31,356.9,229.85,99.31,290.5,190.45,1123.54,3921.69,870.95,318.11,2325.03,1152.15
S13T2,2,109.4,79.72,110.24,228.03,74.11,57.07,2353.13,88.59,111.72,86.98,68.76,31.6,77.85,43.75,331.74,80.07,67.57,295.19,829.85,77.11,910.16,198.68,98.17,1076,0.5,1163.04,119.1,749.8,157.22,2979.44,201.61,1523.43,466.73,649.03,64.31,53.32,122.87,214.3,37.41,87.11,736.06,443.27,129.59,921.44,194.9,747.11,122.88,688.27,101.52,648.77,421.7,97.09,868.63,241.88,45.4,59.09,0.5,111.19,210.3,53.96,362.1,87.1,169.77,266.59,1454.77,6229.13,108.36,128.53,149.61,70.22,314.13,165.79,25797.61,2043.28,10488.48,574.5,338.45,140.95,169.4,118.48,631.69,2362.06,373.82,129.4,1265.14,681.37
S13T3,3,86.88,92.89,94.26,263.83,82.9,79.48,2430.68,95.16,80.32,86.42,75.99,56.09,61.08,0.5,368.65,65.17,66.06,245.3,902.22,82.18,818.17,46.96,88.89,996.75,0.5,222.12,38.87,784,0.5,1578.96,192.38,1617.89,328.1,648.47,68.62,51.56,200.09,54.11,78.78,251.49,1939.17,999.6,420.77,3102.18,565.89,3153.41,491.33,522.39,285.22,2013,1779.68,274.75,4882.08,932.15,214.73,331.98,47.09,155.03,1154.49,216.67,1827.83,416.06,584.29,1115.44,5671.02,17399.23,548.97,381.99,306.82,1561.57,1683.36,836.8,52451.47,6456.97,22983.23,165.21,123.23,9.79,428.87,536.27,1412.42,4694.04,1403.7,551.44,3086.35,1464.56
S14T0,0,145.57,93.5,136.48,300.57,90.53,94.9,2846.22,112.93,91.33,91.99,73.99,51.19,77.42,57.31,294.3,111.88,90.33,508.36,348.08,47.62,224.75,498.91,31.37,331.04,49.64,2374.56,254.41,263.49,231.52,182.17,69.71,554.19,255.95,298.58,50.28,0.5,0.5,662.86,20,176.17,1289.91,784.48,300.17,1969.47,340.88,1444.11,228.91,358.57,176.27,1402.36,908.67,159.9,2746.19,464.96,126.11,198.67,0.5,17.2,520.59,121.42,1151.94,230.96,386.9,727.42,3599.15,9728.98,286.66,240.67,280.03,472.48,664.21,427.29,47170.97,4589.4,21181.66,325.38,233.68,79.86,347.63,103.78,1190.93,3961.67,982.43,479.55,2597.03,1303.2
S14T1,1,142,62.98,77.62,362.51,75.27,105.34,3116.22,102.3,180.19,102.28,106.81,67.54,94.98,43.23,490.88,99.41,106.77,172.75,543.45,0.5,641.1,148.86,73.22,811.29,0.5,898.7,103.52,586.27,66.53,929.89,146.12,1138.62,327.59,521.9,52.56,35.48,86.03,240.16,31.89,136.15,973.43,595.18,243.25,1693.8,299.1,1265.32,217.51,525.39,146.76,1139.27,796.14,125.85,2411.11,439.46,101.5,150.03,0.5,40.89,494.69,81.38,1001.65,243.28,375.71,628.28,3248.06,9310.43,295.22,227.77,266.59,406.86,655.79,401.04,45133.97,4387.31,19056.42,332.18,233.98,75.58,271.4,211.5,1172.22,3914.62,895.98,317.43,2556.46,1271.33
S14T2,2,135.29,87.39,95.43,242.41,80.46,69.46,2334.3,83.43,111.23,84.38,74.19,45.07,54.2,52.96,352.73,65.97,77.26,272.97,811.72,55.46,824.46,229.25,99.83,1050.76,56.14,1197.01,125.61,804.66,148.76,3001.07,192.51,1481.47,406.35,635.4,66.74,45.59,149.08,224.25,34.9,0.5,776.2,456.31,127.18,920.17,180.46,704.9,107.83,666.19,97.61,579.01,436.79,79.25,1014.88,178.31,42.67,50.64,28.82,109.97,215.82,40.06,372.03,92.7,144.8,255.87,1453.57,6021.84,130.82,101.76,158.67,53.74,322.81,161.35,24791.05,2037.01,10952.33,523.91,336.55,176.37,140.79,103.41,630.89,2301.56,376.08,151.35,1390.13,750.59
S14T3,3,83.08,98.32,60.3,282.21,81.88,82.5,2383.37,64.82,84.57,92.48,81.45,57.03,0.5,37.42,347.04,60.31,72,266.5,901.91,92.96,60.79,30.65,100.31,1026.17,0.5,197.47,0.5,750.73,36.59,1662.77,178.85,1542.8,307.21,619.39,77.39,51.9,194.82,55.11,66.19,245.33,1679.69,979.3,414.11,2790.06,543.43,3093.66,470.73,494.96,249.07,1981.76,1799.79,293.7,5023.38,1001.16,210.42,343.83,44.83,113.8,1053.06,226.37,1856.96,434.68,578.42,1108.72,5738.98,17707.95,573.06,355.48,314.17,1183.13,1675.3,846.16,54207.44,6588.65,23076.02,177.43,98.96,0.5,408.21,559.3,1460.75,4690.3,1402.41,565.05,2781.88,1406.46
S15T0,0,116.95,84.59,135.98,280.17,92.77,98.08,2780.51,96.8,76.1,90.37,133.9,55.91,67.58,31.12,313.68,82.65,83.6,560.65,319.89,32,315.24,418.98,54.8,450.85,0.5,1977.06,191.65,341.02,182.87,349.81,99.43,672.33,246.13,275.54,30.38,19.57,0.5,665.37,16.14,161.45,1109.64,725.19,307.79,2078.9,323.14,1274.32,195.85,332.06,172.45,1394.22,893.19,153.65,2976.93,559.67,115.75,187.23,0.5,0.5,659.06,103.3,1110.92,259.38,436.64,804.48,3679.35,9808.69,372.96,282.94,255.24,487.2,743.41,483.85,48000.72,4706.5,19467.16,351.1,291.65,73.3,414.98,89.22,1216.49,4475.63,835.06,613.6,2692.55,1434.22
S15T1,1,142.28,65.18,87.54,344.99,52.94,108.68,3194.23,114,208.46,111.47,144.91,63.85,60.71,41.07,438.64,93.44,94.33,222.92,553.76,0.5,591.38,198.44,88.85,893.71,63.46,940.06,88.75,694.28,65.76,416.06,163.91,1265.41,375.2,558.32,60.12,44.27,52.61,176.16,36.58,145.26,963.74,631.4,249.91,1682.54,257.86,1216.56,250.75,496.92,149.1,1176.22,565.77,120.78,2078.96,392.09,98.77,131.37,0.5,17.01,419.34,97.37,831.95,168.43,259.1,560.5,2802.34,6891.98,244.38,224.75,194.34,229.63,625.34,333.26,40563.91,3732.54,13418.5,389.67,279.24,101.71,304.9,151.9,986.72,3515.01,497.71,251.63,2398.06,1073.24
S15T2,2,113.43,99.23,65.37,253.88,67.99,81.7,2517.05,103.49,115,76.57,92.15,50.5,59.88,79.04,320.6,61.86,88.5,268.15,808.85,0.5,1712.31,229.07,203.65,2238.07,41.29,1145.86,129.02,1737.8,128.94,4731.89,338.02,2965.32,372.39,558.95,70.71,41.42,95.23,226.01,44.93,109.81,594.97,423.18,194.07,1170.33,0.5,771.41,151.28,673.94,81.51,752.59,357.31,67.63,1385.67,333.44,53.9,96.89,34.7,212.3,254.48,56.7,572.72,137.95,267.04,508.7,2652.09,7134.54,246.16,179.81,201.78,256.53,330.78,260.34,32677.06,3204.21,13841.97,569.87,459.08,105.17,256.09,195.09,977.25,3527.5,498.13,207.08,2195.49,1101.01
S15T3,3,118.26,36.94,92.04,273.4,84.21,105.63,2407.83,86.45,106.65,76.41,71.06,41.4,82.37,30.88,294.62,66.88,83.07,314.12,889.81,60.8,1138.42,38.74,149.74,1654.47,47.37,205.05,0.5,1415.75,25.98,2307.12,310.81,2347.66,331.11,624.32,93.15,50.41,127.61,52.44,93.48,252.53,1588.83,1001.06,576.91,3640.94,533.89,2971.11,459.62,493.99,262.91,2301.54,1478.46,244.17,5864.29,1221.58,252.73,312.38,42.74,83.24,1134.71,204.63,2170.22,466.62,663.44,1350,6678.71,22452.2,625.72,440.03,296.67,2523.61,1279.16,1010.24,59296.72,6699.14,29459.91,206.97,132.73,0.5,551.68,727.82,1964.19,5800.79,1720.12,1197.92,3680.62,1855.79
S16T0,0,80.81,85.1,112.09,304.37,91.27,91.55,2672.14,104.99,91.91,96.95,96.17,51.5,60.71,47.87,326.49,91.87,89.35,563.75,334.36,0.5,329.26,383.86,0.5,420.99,55.49,2105.32,210.22,316.19,198.74,333.01,78.92,684,233.28,303.63,30.12,14.15,0.5,639.06,18.79,148.11,1123.39,684.42,315.01,2157.25,326.5,1462.65,221.32,324.31,155.94,1367.89,853.52,118.95,2980.71,534.57,149.3,168.67,0.5,4.33,618.02,148.6,1148.7,247.58,339.88,730.75,3751.21,10219.26,352.54,292.58,238.66,424.47,713.39,497.89,46285.47,4403.36,18043.16,375.22,255.69,75.99,365.88,108.1,1326.49,4349.96,816.52,555.97,2842.38,1421.19
S16T1,1,146.03,80.49,58.9,325.89,69.54,82.02,3074.07,113.98,199.67,90.17,119.69,64.84,77.79,54.41,414.67,86.23,116.65,196.74,533.06,58.57,624.35,178.36,73.81,803.67,49.84,997.4,97.24,682.53,67.59,328.77,173.96,1278.12,330.33,561.31,72.04,45.77,0.5,162.43,45.66,144.99,909.53,614.98,208.21,1540.02,232.94,1138.69,191.32,512.47,160.83,1183.03,578.67,120.59,2047.19,351.85,64.44,118.58,0.5,41.75,410.96,97.32,845.5,172.77,307.65,576.26,2895.17,7409.56,266.25,234.21,234.81,247.63,593.22,308.67,37720.16,3633.72,14558.62,381.68,315.81,91.75,270.44,127.94,1010.66,3418.69,558.43,241.61,2240.22,1099.64
S16T2,2,130.52,95.17,92.35,292.93,77.13,105.9,2407.02,76.59,115.16,76.2,0.5,37.89,78.9,57.47,306.81,59.66,80.93,254.76,910.68,57.44,1817.35,212.97,220.64,2133.99,51.33,1143.35,129.36,1794.11,123.62,4762.34,341.27,2949.52,390.88,553.77,46.58,37.01,72.48,233.44,45.16,111.39,588.2,388.39,146.66,1076.47,0.5,738.67,113.47,694.48,78.38,772.51,316.05,77.99,1376.67,311.29,62.34,75.18,0.5,218.65,236.02,49.9,568.49,158.64,231.12,520.96,2568.69,6974.47,220.44,208.1,194.01,269.45,340.34,334.15,33906.59,3206.95,14890.79,562.64,385.1,96.36,249.88,177.83,999.35,3647.85,489.81,213.77,2258.03,1093.63
S16T3,3,103.4,115.22,72.92,292.98,85.27,90.99,2268.28,71.17,109.52,100.45,73.51,0.5,57.87,51.05,333.49,84.41,60.65,313.55,853.14,68.61,1149.73,35.34,151.54,1611.03,0.5,228.77,0.5,1386.75,38.13,2146.97,258.84,2355.49,326.85,638.07,74.31,46.48,118.97,72.24,95.99,250.33,1600.95,991.94,456.03,3479.05,528.29,2981.53,488.14,476.51,233.58,2193.55,1571.92,294.6,6061.49,1181.21,243.57,336.35,56.73,227.8,1079.71,180.45,2112.88,481.93,687.9,1415.81,6500.8,21816.86,641.83,421.87,315.51,2112.17,1409.3,1085,57480.22,6325.41,25973.35,209.36,151.66,0.5,465.21,703.75,1881.58,5170.54,1575.24,1096.27,3273.49,1795.62
S17T0,0,79.58,113.47,132.84,317.8,93.18,75.7,2761.02,121.66,91.25,97.8,101.17,0.5,85.83,0.5,293.37,79.15,78.03,497.54,325.62,0.5,328.29,411.62,40.28,387.03,64.61,1921.52,212.77,329.58,223.61,336.76,89.3,561.03,165.21,250.56,23.42,23.17,0.5,536.7,21.87,185.44,1186.14,861.92,366.87,2342.53,411.38,1693.12,248.89,378.72,196.05,1754.44,841.9,190.52,3409.45,618.54,135.96,193.15,0.5,5.16,702.36,138.28,1263.96,263.86,394.98,806.22,4094.2,11853.54,394.94,286.72,253.72,601.86,835.25,483.62,50157.59,4946.41,17753.02,310.53,173.82,35.14,469.38,126.53,1318.04,4429.11,878.07,549.32,2875.79,1436.46
S17T1,1,168,65.32,97.12,318.16,83.68,109.98,3124.75,121.5,178.91,99.45,123.25,62.88,89.34,36.04,599.82,105.57,97.86,158.42,507.89,56.25,656.97,149.88,72.59,749.53,51.48,721.44,86.91,563.72,55.37,317.78,125.51,1003.89,300.62,493.7,58.62,32.22,91.6,151.97,37.92,119.49,906.3,524.86,221.66,1466.16,236.14,1055.27,143.43,525.03,143.17,959.74,515.43,103.3,1743.92,323.64,79.62,99.72,15.23,42.42,408.03,77.03,666.19,168.51,253.61,492.47,2643.54,6928.15,242.04,193.16,198.92,114.12,536.69,349.73,38287.03,3224.01,12151.43,418.63,286.68,106.11,285.81,119.66,921.61,3277.96,481.63,190.85,2021.47,1044.49
S17T2,2,109.35,53.29,80.71,205.93,57.01,50.27,2207.27,82.81,110.19,80.87,79.78,0.5,78.91,52.32,236.2,56.44,53.87,254.47,734.38,54.3,693.85,182.72,81.52,920.14,39.57,968.59,99.78,633.74,126.09,2429.48,171.94,1288.04,433.72,646.77,82.79,45.1,33.64,180.14,42.65,109.79,796.21,543,198.73,1249.29,198.6,933.32,169.29,575.63,123.35,907.1,531.8,85.29,1742.47,335.06,70.12,105.22,21,186.33,381.97,68.29,696.82,184.34,233.59,471.31,2480.79,5892.87,195.72,173.47,211.25,160.89,561.27,312.01,32852.16,2780.86,11840.13,427.79,249.92,126.77,231.29,137.5,835.53,3146.08,416.34,188.58,1681.45,868.13
S17T3,3,88.19,113.25,79.01,245.92,65.09,81.69,2098.08,68.81,56.93,75.82,64.28,48.59,10.23,54.5,212.28,67.46,72.41,288.21,682.55,69.96,552.93,20.74,68.81,747.04,0.5,156.25,25.16,552.22,0.5,1083.91,135.38,1016.67,315.16,672.25,98.37,74.7,0.5,38.31,53.05,195.38,1467.3,852.32,438.98,3058.75,438.15,2420.12,324.41,456.66,239.79,1826.81,1184.39,211.03,4545.23,853.91,173.61,227.06,21.46,85.18,906.8,180.16,1599.89,422.54,525.38,999.61,5420.17,16473.34,526.72,370.54,298.75,1058.75,1418.23,680.16,52094.13,5986.76,19752.28,231.34,143.31,0.5,448.16,412.63,1452.95,4823.08,1060.61,612.5,2900.49,1505.5
S18T0,0,138.12,106.68,144.75,310.23,92.12,94.38,2668.99,98.64,88.38,100.32,100.15,46.36,85.61,59.95,311.12,73.94,89.61,526.63,319.77,0.5,293.82,421.89,42.69,396.71,54.21,2036.17,196.81,300.05,0.5,311.64,66.67,565.46,169.43,249.88,36.83,19.54,46.66,543.37,18.73,175.98,1134.26,885.27,342.26,2349.26,363.66,1576.3,259.61,371.91,194.61,1641.73,906.14,151.3,3400.37,585.79,145.61,143.13,0.5,0.5,685.82,113.76,1278.26,305.85,413.38,776.96,4000.12,11118.39,369.93,293.48,257.44,612.12,834.56,519.83,49816.5,4882.16,17872.53,273.16,210.2,51.1,396.44,113.82,1346.15,4501.25,874.21,531.54,2877.28,1346.31
S18T1,1,166.61,74.04,85.78,330.51,82.63,90.03,3048.88,122.61,181.38,115.96,124.64,65.81,82.57,54.06,567.13,90.13,108.92,140.85,550.2,0.5,613.21,157.49,78.68,701.37,60.14,785.3,94.86,610.53,57.29,631.28,119.69,1058.49,307.49,464.74,63.25,35.07,104.95,145.56,35.71,128.72,795.78,520.85,220.43,1487.13,223.04,1052.16,153.74,489.05,137.65,957.4,560.31,122.05,1719.82,354.68,99.27,120.42,0.5,39.34,378.09,78.18,678.89,149.94,242.79,489.25,2511.14,6222.17,211.12,192.12,219.68,210.11,530.61,328.7,38887.28,3342.26,11603.72,373.24,299.41,128.12,261.03,135.5,929.41,3298.97,516.56,173.38,2021.76,1001.36
