Sample,Time,0.4425/385,0.4498/625,0.4711/463,0.4715/659,0.4766/757,0.4772/675,0.4781/591,0.485/736,0.4887/223,0.489/699,0.4891/691,0.493/654,0.4941/925,0.4943/787,0.4971/637,0.4972/689,0.5047/627,0.5058/835,0.5327/267,0.5438/445,0.8564/715,1.0767/403,1.1583/767,1.1625/699,1.3234/331,1.4087/417,1.4112/485,1.5491/683,1.8172/475,1.8563/721,1.9734/851,1.9754/783,1.9887/474,2.6085/452,2.6114/520,2.7725/478,3.1514/919,3.1656/517,3.2501/568,3.4352/728,3.4383/660,3.7057/658,3.733/704,3.7339/636,3.7992/756,3.916/782,3.917/850,3.9806/473,3.9807/722,3.9862/634,4.2076/873,4.2116/941,4.2159/784,4.2193/852,4.2229/920,4.2912/664,4.3148/653,4.3965/1116,4.4961/849,4.4984/917,4.5023/828,4.5031/896,4.6889/1164,4.6892/944,4.6905/1022,4.6908/954,4.6918/971,4.6923/1012,4.694/927,4.6965/76,4.6972/794,4.6984/812,5.5282/820,5.5812/761,5.6299/960,5.6317/1164,5.6387/1086,5.6766/994,5.72/1012,5.7243/614,5.7927/839,5.7962/890,5.8357/974,5.8564/431,5.8801/952,5.8858/979
S3T2,2,189.45,173.31,153.14,617.95,129.78,159.57,5559.12,205.91,163,194.39,170.78,104.28,260.6,88.63,548.31,134.34,162.77,556.08,455.79,695.51,39.86,151.2,6.13,56.06,84.91,786.8,99.06,39.4,105.12,2354.4,53.35,0.5,509.26,1064.74,112.44,91.59,385.2,83.57,130.89,312.3,2200.51,1471.35,578.49,4011.67,620.18,3985.17,614.31,625.03,382.59,2496.34,2193.22,333.39,6445.18,1098.49,276.3,420.04,97.18,552.55,1275.96,266.45,2242.83,520.66,632.62,1012.73,5546.03,17446.09,524.21,336,286.99,1189.4,1725.49,710.9,61247.66,6772.01,23394.48,100.4,38.99,11.34,455.17,493.82,1986.32,6068.52,1672.55,697.48,2711.25,1500.56
S3T3,3,122.79,252.14,112.76,400.94,94.86,91.78,3692.11,141.89,129.79,102.03,100.7,67.51,134.18,59.44,334.52,108.23,100.36,316.35,511.05,698.74,54.06,127.14,11.34,89.28,84.49,631.36,63.82,45.13,102.3,1268,38.37,127.24,305.2,500.41,75.98,36.16,393.69,139.94,41.09,124.59,1050.84,690.58,250.85,1715.8,240.24,1825.11,310.76,803.03,137,1205.72,993.02,170.02,2829.17,552.08,126.36,176.47,61.95,202.69,484.81,97.43,1051.88,241.52,402.44,695.51,3441.47,9055.59,300.06,218.47,246.6,379.52,1025.1,431.69,43881.88,4709.65,19815.53,277.05,154.47,61.74,334.37,384.85,1216.08,3966.78,943.93,320.96,2548.44,1197.15
S4T0,0,212.02,123.96,171.54,815.2,128.26,188.64,6841.99,292.42,99.47,225.12,282.39,155.77,282.32,94.77,898.44,199.46,196.55,699.94,189.08,50.67,0.5,60.43,14.68,66.8,0.5,318.1,0.5,33.32,45.91,243.7,0.5,86.85,196.24,207.34,20.8,8.02,330.58,124.96,28.9,140.38,1142.78,691.1,260.06,1731.78,304.03,1313.55,197.02,481.55,158.67,1059.87,854.69,126.36,2407.31,428.69,92.99,189.47,0.5,11.54,528.35,115.46,865.43,228.27,297.94,513.6,2732.02,7284.73,236.07,193.37,205.63,180.04,740.96,281.14,39638.47,3807.03,17735.2,337.83,159.6,94.07,316.1,99.46,1168.72,4109.27,803.6,531.31,2094.26,1133.83
S4T1,1,243.48,96.93,150.37,696.85,161.38,195.08,6461.22,235.44,205.28,223.14,269.96,129.85,234.27,83.23,738.24,176.96,186.78,651.51,365.77,398.54,198.75,310.26,0.5,251.06,103.34,1845.83,196.64,213.58,238.29,748,69.22,416.48,415.26,463.54,66.18,46.09,635.93,203.18,26.41,121.75,1003.32,636.74,233.96,1601.15,223.98,1256.04,180.11,810.27,153.71,939.64,830.02,133.66,2195.19,356.89,96.63,155.19,0.5,55.76,421.05,85.26,768.35,186.04,289.85,432.06,2477.42,6963.19,238.54,171.08,201.31,249.04,615.26,319.42,35567.84,3510.16,17122.91,404.3,223.3,88.03,259.85,194.14,1210.79,4078.31,661.37,456.78,2093.9,1122.5
S4T2,2,188.42,118.7,163.49,611.31,119.12,197.85,5273.43,219.94,187.58,161.06,197.44,114.59,234.3,85.93,463.41,154.38,156.6,531.35,487.14,628.26,59.19,140.38,0.5,45.15,96.18,749.95,89.6,0.5,99.96,2252.71,0.5,82.46,495.4,1099.95,120.63,98.17,386.92,121.74,109.53,301.98,2209.05,1386.18,549.73,3773.77,620.8,3967.45,667.5,592.49,337,2489.15,1939.08,331.31,6178.53,1037.07,231.75,407.49,81.57,509.41,1169.97,247.56,2122.48,494.83,640.17,991.82,5221.05,15917.97,503.83,309.09,315.84,1372.94,1696.81,726.72,58866.84,6067.46,23329.2,92.82,35.36,0.5,469.04,470.18,1929.74,5820.42,1565.7,705.51,2632.24,1454.01
S4T3,3,138.91,234.54,116.06,354.28,96.73,103.8,3506.74,134.55,126.18,116.06,133.91,59.92,174.1,72.76,329.66,101.7,131.81,343.56,549.19,660.88,62.07,128.7,0.5,75.85,97.98,650.22,87.21,59.23,94.61,1331.04,32.96,116.23,299.04,529.81,58.87,39.81,410.52,126.5,47.61,141.92,973.28,684.09,252.8,1783.68,272.84,1652.77,277.75,732.46,130.25,1194.96,844.39,141.89,3016.4,551.11,118.67,152.24,57.03,183.32,476.34,105.37,1055.77,240.07,367.09,715.79,3453.78,10157.52,349.5,264.91,235.82,454.69,996.47,423.32,45018.28,4931.26,19363.4,270.03,180.46,84.3,299.69,363.24,1119.39,3945.26,924.47,350.86,2585.05,1226.68
S5T0,0,241.59,146.33,198.78,909.08,177.26,262.23,5900.85,327.66,130.51,262.39,293.17,160.21,373.89,124.53,1143.02,275.09,270.89,702.41,262.12,68.13,98,90.27,0.5,71.43,0.5,441.2,58.48,57.83,75.75,137.57,0.5,116.03,243.45,215.56,25.44,8.94,290.03,109.54,0.5,99.87,807.11,522.26,234.96,1539.61,202.94,1082.73,187.59,491.02,137.04,871.65,590.15,115.2,1839.54,384.04,86.13,132.21,0.5,0.5,402.31,86.54,781.78,212.88,301.13,472.7,2541.85,6435.14,231.83,203.45,211.05,194.46,608.99,232.07,50015.31,3947.25,17532.91,426.05,259.58,111.48,292.24,83.11,1180,4243.5,748.47,371.61,1431.19,762.12
S5T1,1,192.95,109.1,161.53,792.05,134.94,222.68,7008.55,221.09,191.73,200.53,234.59,127.66,253.28,100.04,765.28,211.82,202.66,576.52,377.52,382.29,200.06,373.81,0.5,244.89,143.33,1970.61,184.69,209.63,198.71,823.62,68.89,395.57,423.12,567.29,74.85,32.35,535.81,221.59,34.08,121.84,1100.71,658.6,241.33,1778.45,272.61,1429.4,218.93,839.61,187.17,1075.59,843.65,174.25,2248.73,489.42,103.52,136.86,0.5,49.04,453.16,66.16,920.44,219.9,300.53,556,2718.5,7621.85,259.31,220.4,211.87,346.29,692.21,334.54,44164.25,4337.76,17663.86,415.83,256.82,103.42,294.77,215.49,1252.78,4485.31,763.32,325.07,2116.31,1137.97
S5T2,2,214.74,178.69,247.61,650.85,149.39,185.3,5962.55,158.6,165.95,181.36,174.77,112.25,265.07,93.22,565.2,160.17,189.49,683.74,471.9,701.3,91.53,166.56,0.5,72.19,88.26,833.62,107.3,63.37,110.58,2340.5,60.93,166.71,465.09,990.69,140.72,97.01,450.27,105.27,136.81,288.97,2145.96,1277.4,559.38,4015.96,604.34,3973.18,578.75,669.86,281.57,2379.21,2205.11,350.68,6716.22,1169.55,278.18,488.51,113.96,626.69,1245.16,225.35,2327.93,509.69,648.57,1276.68,6051.78,20131.33,598.75,402.65,305.97,1637.28,1764.68,748.74,64337.75,7051.5,26519.21,80.11,60.9,0.5,503.69,711.03,2228.81,6157.54,1904.74,994.2,3223.3,1636.57
S5T3,3,98.69,233.61,122.94,386.48,134.12,99.44,3552.91,122.94,132.7,122.36,107.34,63.24,127.07,54.36,337.97,91.06,114.25,262.73,462.49,641.63,165.03,128.87,0.5,165.72,94.56,720.62,81.84,117.04,111.2,1270.54,61.67,257.36,278.63,549.57,57.54,40.19,420.87,159.17,47.93,121.34,1044.78,705.68,241.9,1538.5,249.93,1602.14,262.48,723.01,122.2,1241.55,881.12,165.69,2568.86,490.97,152.02,163.79,67.35,152.72,443.78,94.56,947.69,238.77,369.73,615.43,3126.46,9190,286.6,268.58,228.65,280.6,790.61,461.81,44537.81,4552.91,19316.28,303.36,207.7,83.93,292.42,380.48,1111.84,3636.49,845.74,263.21,2362.19,1157.57
S6T0,0,270.03,154.27,167.38,897.32,163.22,268.97,5820.84,285.37,127.33,265.6,279.43,155.91,361.44,142.19,1100.27,265.54,275.29,642.02,248.86,55.69,84.41,83.55,0.5,74.27,0.5,484.22,50.86,59.31,57.72,268.13,30.72,107.24,239.57,213.48,19.15,12.72,292.72,88.36,18.07,133.52,776.76,493.86,208.32,1471.58,218.96,1056.67,176.95,427.74,126.77,828.91,638.88,126.22,1924.72,361.15,83.72,177.8,0.5,0.5,389.53,73.89,800.49,177.69,282.82,514.05,2496.94,6685.85,238.83,198.74,212.97,198.95,622.07,217.9,47012.25,3961.28,16744.67,382.71,283.58,110.08,358.13,103.04,1157.46,4008.61,703.63,369.86,1793.63,803.95
S6T1,1,176.79,138.81,186.12,729.1,146.12,206.42,6907.52,230.5,207.66,204.65,230.53,141.24,261.46,96.18,744.14,183.27,252.88,607.76,400.58,374.81,184.67,373.9,22.88,268.45,139.98,1885.02,201.15,87.78,228.75,837.41,63.36,388.24,477.55,476.37,56.77,33.18,534.45,226.1,36.95,0.5,1033.03,646.1,235.77,1765.5,309.79,1409.37,217.48,801.47,145.17,978.38,867.82,154.61,2317.05,445.4,86.72,158.47,17.88,42.3,479.57,88.42,896.32,220.12,318.12,583.21,2786.87,7078.49,313.66,202.02,208.38,231.85,665.67,357.3,44282.25,4291.23,16594.59,412.01,225.86,86.85,286.9,209.18,1246.5,4499.04,829,392.52,2199.58,1027.69
S6T2,2,208.73,157.97,194.59,638.99,148.26,185.65,5873.86,196.17,153.23,168.21,188.53,107.8,267.78,101,532.72,182.27,167.91,676.52,493.98,721.5,97.03,170.02,0.5,81.28,79.35,928.41,90.61,54.63,123.94,2310.36,0.5,137.81,444.63,1013.59,117.62,92.36,446.43,103.52,117.86,278.43,2056.61,1228.29,591.77,4049.55,600.69,3991.23,601.63,690.58,276.44,2298.34,2148.21,361.57,6558.46,1214.79,274.9,425.7,108.09,592.33,1264.32,224.25,2283.85,532.2,605.29,1273.75,5995.05,20226.23,543.44,414.16,284.11,1431.42,1736.73,751.76,65547.31,6831.59,25916.69,105.53,58.99,15.78,486.27,658.4,2199.19,5909.98,1854.97,1043.77,3033.18,1605.93
S6T3,3,78.04,213.18,93.05,420.19,108.68,95.57,3569.55,118.67,107.23,111.58,110.94,75.36,135.44,53.8,369.91,105.09,109.62,277.45,477.73,650.98,149.58,119.89,0.5,198.61,94.67,745.63,68.44,132.43,106.3,1236.7,78.44,270.73,294.11,542.06,67.64,38.35,421.37,172.23,66.74,137.31,1002.98,731.59,214.34,1479.05,262.34,1564.54,252.71,739.94,145.96,1153.43,784.5,156.15,2587.08,482.02,120.81,142.97,72.42,182.1,456.04,95.4,971.21,252.17,348.14,672.03,3313.27,9541.55,289.68,237.79,200.97,374.79,828.04,432.06,46101.5,4739.89,19070.69,287.5,218.03,78.54,267.57,364.2,1111.21,3868.38,836.7,271.02,2614.33,1355.96
S7T0,0,247.82,176.06,208.24,967.92,159.39,282.9,7053.16,302.9,139.5,278.34,282.18,171.12,286.7,134.41,1195.89,258.19,234.71,925.22,280.01,39.53,371.6,79.19,59.66,433.62,0.5,453.53,69.25,339.34,59.52,2279.07,98.62,683.28,160.77,227.57,26.91,0.5,755.47,129.02,23.92,133.9,900.87,620,240.42,1636.31,308.44,1064.97,171.66,559.69,155.03,1117.18,645.2,109.63,2274.48,542.5,118.38,168.69,0.5,0.5,450.93,91.39,864.02,183.23,332.32,578.57,3157.7,8115.91,294.32,225.58,214.08,413.93,612.25,399.87,46398.06,4388.3,18484.84,408.12,273.45,79.9,310.25,167.44,1339.9,4736.67,751.95,734.1,2327.88,1093.32
S7T1,1,176.51,108.79,150.15,765.14,140.75,215.2,6848.23,203.84,172.98,214.83,233.76,136.21,168.92,100.74,789.17,201.25,198.94,602.78,383.87,341.24,245.1,338.38,33.95,314.16,117.94,1639,166.79,220.74,181.63,809.58,91.52,522.34,428.83,483.98,51.11,27.2,675.77,188.93,43.97,133.66,927.06,689.21,277.33,1830.5,307.04,1221.96,228.04,832.89,163.5,1298.03,679.86,126.21,2632.79,477.37,97,205.16,0.5,55.66,550.04,107.47,1022.4,213.8,334.07,610.88,3266.96,9608.19,309.57,224.14,221.02,365.31,685.56,425.53,43269.38,4634.18,15894.09,357.32,201.39,58.42,297.52,186.31,1362.09,4573.38,679.78,421.65,2472.39,1200.77
S7T2,2,175.78,142.11,140.97,579.41,119.11,175.81,5590.02,155.84,169.18,156.23,177.3,107.49,205.04,85.17,585.08,157.41,156.08,649.09,501,676.1,37.25,155.08,0.5,0.5,82.22,812.94,88.43,40.15,89.47,2020.63,0.5,88.72,472.5,1024.81,133.25,90.25,356.73,119.75,114.19,246.58,1925.98,1101.69,549.06,3588.43,523.22,2829.02,451.4,679.82,253.05,2021.48,1627.86,272.28,5532.02,1058.24,238.57,369.59,83.32,495.17,1125.5,240.99,1891.51,402.07,559.05,1118.8,5435.96,15778.2,520.37,344.92,286.35,1190.29,1692.96,687.3,56111.44,6762.71,21344.98,136.75,101.43,9.98,428.55,507.74,1947.18,5934.41,1359.75,748.43,2983.37,1371.1
S7T3,3,98.94,116.14,55.62,369.82,65.83,99.19,3444.65,118.05,97.72,89.9,111.37,47.46,102.04,67.81,345.72,89.06,70.84,252.91,471.9,629.38,84.67,137.14,0.5,74.59,104.34,728.75,81.94,80.22,109.81,977.33,0.5,147.53,284.18,512.59,62.64,39.04,494.76,155.2,39.81,110.68,838.1,579.52,207.96,1460.03,191.56,1310.5,246.26,690.64,121.98,1047.66,642.47,107.51,2344.12,458.48,98.85,111.73,58.49,170.35,399.5,73.49,842.98,211.32,324.83,615.61,2979.88,8462.77,277.75,211.71,198.09,203.64,798.93,415.99,39947.56,4013.94,14689.88,328.65,232.88,96.24,257.99,235.94,956.65,3507.13,577.69,196.38,2329.93,1049.05
S8T0,0,260.63,138.78,200.32,929.8,170.45,304,5701.07,327.95,125.79,287.3,292.42,172.89,306.99,124.88,1135.14,276.47,238.42,910.81,299.29,56.38,378.13,84.78,47.82,440.22,0.5,411.9,52.88,329.11,59.56,2242.38,97.48,690.63,200.87,239.22,18.67,0.5,683.72,140.25,14.16,143.33,858.21,569.95,204.71,1428.77,269.23,1160.22,197.52,593.88,130.38,1145.52,742.85,137.34,2151.36,551.13,121.9,141.04,17.64,0.5,415.82,84.55,853.17,183.35,304.99,563.15,2939.88,8046.57,283.06,234.04,193.19,310.52,641.3,380.95,46779.44,4635.66,18408.63,376.42,256.56,83.93,322.58,161.9,1282.08,4746.12,754.97,744.04,2218.41,1128.98
S8T1,1,181.93,131.42,138.59,759.62,131.79,191.71,6948.61,206.55,192.22,203.99,233.29,110.72,178.22,101.89,790.53,187.02,225.87,593.13,366.21,371.14,254.07,316.01,39.18,318.11,112.53,1670.97,171.39,267.03,195.99,340.31,63.7,575.52,394.28,528.8,58.18,36.94,671.49,208.81,39.95,125.03,934.78,635.77,290.5,1966.29,301.88,1290.79,209.47,881.48,146.63,1287.36,717.34,136.95,2672.35,495.46,116.83,181.54,22.42,48.02,497.34,101.21,940.52,223.35,337.2,655.33,3355.5,9342.2,286.85,242.25,206.09,279.85,637.99,452.14,46079.19,4652.25,15595.69,389.27,248.57,63.67,314.72,191.35,1326.45,4567.31,651.85,392.58,2486.84,1164.86
S8T2,2,178.06,172.65,145.99,617.5,163.58,158.61,5777.4,172.02,142.33,163.55,190.43,91.14,220.34,97.5,679.75,159.1,182.34,648.87,463.76,748.37,0.5,128.12,0.5,73.92,86.6,882.56,74.83,37.91,100.81,2174.84,39.24,100.99,480.31,1001.98,123.05,73.69,364.09,128.15,89.88,260.97,1813.63,1030.76,498.3,3444.96,487.08,2944.2,443.99,623.9,264.36,1961.35,1698.66,279.99,5822.61,1055.54,215.07,364.52,87.52,482.69,1070.56,198.29,1895.51,424.04,511.6,1134.51,5274.98,15902,482.16,392.15,283.14,1434.44,1608.34,674.46,55930.31,6246.85,20648.45,157.38,81.6,17.2,406.16,476.57,2018.89,5745.85,1395.86,768.51,2847.96,1323.06
S8T3,3,111.58,214.14,89.44,339.81,104.63,95.21,3454.4,106.4,92.14,95.51,69.49,54.88,108.56,52.33,353.8,107.45,62.95,237.61,431.78,578.48,100.84,122.14,0.5,97.84,84.93,730.86,67.44,59.89,92.58,1072.23,0.5,156.21,291.95,491.6,73.01,34.72,506.35,140.05,43.85,112.94,879.51,599.21,186.5,1382.09,187.42,1147.26,190.36,696.33,108.12,979.85,533.37,72.83,2271.3,425.39,112.74,142.53,59.72,154.32,423.9,80.39,836.46,195.22,285.72,624.52,2950.48,7964.37,257.48,253.19,239.54,267.63,824.53,360.39,40434.28,4052.43,15221.35,367.4,231.1,87.61,287.91,219.73,1104.75,3565.77,610.84,178.72,2324.8,1095.38
S9T0,0,218.95,159.19,192.49,989.48,167.33,270.61,5635.79,280.99,125.86,282.26,247.13,170.06,288.1,120.86,1244.75,246.36,263.78,940.23,243.32,0.5,356.06,83.03,65.7,485.61,0.5,436.09,46.77,338.12,55.77,2194.18,121.87,747.57,192.18,241,29.11,13.34,734.89,132.92,10.86,147.04,880.49,559.12,231.44,1650.83,280.04,1104.34,185.67,594.84,118.23,1199.9,622.85,107.65,2225.56,496.23,114.92,154.43,0.5,0.5,402.65,86.97,905.85,172.09,346.01,550.64,3028.55,8136.3,261.36,231.1,229.34,300.2,581.72,361.94,46835.5,4293.42,16286.2,401.29,254.96,81.53,354.67,158.76,1287.23,4498.97,683.18,700.25,2355.75,1148.28
S9T1,1,176.24,102.17,131.44,781.37,112.88,222.76,6875.05,229.13,191.66,244,237.66,143.16,132.67,97.66,802.99,213.34,227.35,579.73,372.28,395.88,223.63,342.72,39.94,312.02,105.68,1613.93,165.35,230.88,196.53,825.12,73.78,510.06,403.75,488.01,62.57,43.96,667.63,220.73,54.98,139.59,920.34,661.17,248.83,1764.53,265.42,1260.62,209.14,871.86,146.02,1336.56,760.69,156.23,2692.56,460.78,136.12,192.87,0.5,39.49,539.45,87.63,981.41,222.97,334.47,610.34,3116.17,8861.81,296.57,231.04,216.11,267.83,708.67,447.2,43006.69,4675.52,17971.86,390.21,224.1,95.51,331.34,206.28,1285.4,4742.96,696.75,435.25,2445.39,1163.27
